"","slug_game","medal_type","name","gender","discipline","event","country_code","country_long"
"1","beijing-2022","gold","Italy","Mixed","Curling","Mixed Doubles","ITA","Italy"
"2","beijing-2022","silver","Norway","Mixed","Curling","Mixed Doubles","NOR","Norway"
"3","beijing-2022","bronze","Sweden","Mixed","Curling","Mixed Doubles","SWE","Sweden"
"4","beijing-2022","gold","Great Britain","Women","Curling","Women","GBR","Great Britain"
"5","beijing-2022","silver","Japan","Women","Curling","Women","JPN","Japan"
"6","beijing-2022","bronze","Sweden","Women","Curling","Women","SWE","Sweden"
"7","beijing-2022","gold","Sweden","Men","Curling","Men","SWE","Sweden"
"8","beijing-2022","silver","Great Britain","Men","Curling","Men","GBR","Great Britain"
"9","beijing-2022","bronze","Canada","Men","Curling","Men","CAN","Canada"
"10","beijing-2022","silver","Mikael KINGSBURY","Men","Freestyle Skiing","Men's Moguls","CAN","Canada"
"11","beijing-2022","gold","Walter WALLBERG","Men","Freestyle Skiing","Men's Moguls","SWE","Sweden"
"12","beijing-2022","bronze","Ikuma HORISHIMA","Men","Freestyle Skiing","Men's Moguls","JPN","Japan"
"13","beijing-2022","gold","Nico PORTEOUS","Men","Freestyle Skiing","Men's Freeski Halfpipe","NZL","New Zealand"
"14","beijing-2022","silver","David WISE","Men","Freestyle Skiing","Men's Freeski Halfpipe","USA","United States of America"
"15","beijing-2022","bronze","Alex FERREIRA","Men","Freestyle Skiing","Men's Freeski Halfpipe","USA","United States of America"
"16","beijing-2022","bronze","Henrik HARLAUT","Men","Freestyle Skiing","Men's Freeski Big Air","SWE","Sweden"
"17","beijing-2022","gold","Birk RUUD","Men","Freestyle Skiing","Men's Freeski Big Air","NOR","Norway"
"18","beijing-2022","silver","Colby STEVENSON","Men","Freestyle Skiing","Men's Freeski Big Air","USA","United States of America"
"19","beijing-2022","bronze","Sergey RIDZIK","Men","Freestyle Skiing","Men's Ski Cross","ROC","ROC"
"20","beijing-2022","silver","Alex FIVA","Men","Freestyle Skiing","Men's Ski Cross","SUI","Switzerland"
"21","beijing-2022","gold","Ryan REGEZ","Men","Freestyle Skiing","Men's Ski Cross","SUI","Switzerland"
"22","beijing-2022","bronze","Mathilde GREMAUD","Women","Freestyle Skiing","Women's Freeski Big Air","SUI","Switzerland"
"23","beijing-2022","gold","Ailing Eileen GU","Women","Freestyle Skiing","Women's Freeski Big Air","CHN","People's Republic of China"
"24","beijing-2022","silver","Tess LEDEUX","Women","Freestyle Skiing","Women's Freeski Big Air","FRA","France"
"25","beijing-2022","silver","Jaelin KAUF","Women","Freestyle Skiing","Women's Moguls","USA","United States of America"
"26","beijing-2022","gold","Jakara ANTHONY","Women","Freestyle Skiing","Women's Moguls","AUS","Australia"
"27","beijing-2022","bronze","Anastasiia SMIRNOVA","Women","Freestyle Skiing","Women's Moguls","ROC","ROC"
"28","beijing-2022","gold","United States of America","Mixed","Freestyle Skiing","Mixed Team Aerials","USA","United States of America"
"29","beijing-2022","silver","People's Republic of China","Mixed","Freestyle Skiing","Mixed Team Aerials","CHN","People's Republic of China"
"30","beijing-2022","bronze","Canada","Mixed","Freestyle Skiing","Mixed Team Aerials","CAN","Canada"
"31","beijing-2022","silver","Marielle THOMPSON","Women","Freestyle Skiing","Women's Ski Cross","CAN","Canada"
"32","beijing-2022","gold","Sandra NAESLUND","Women","Freestyle Skiing","Women's Ski Cross","SWE","Sweden"
"33","beijing-2022","bronze","Daniela MAIER","Women","Freestyle Skiing","Women's Ski Cross","GER","Germany"
"34","beijing-2022","bronze","Ilia BUROV","Men","Freestyle Skiing","Men's Aerials","ROC","ROC"
"35","beijing-2022","gold","Guangpu QI","Men","Freestyle Skiing","Men's Aerials","CHN","People's Republic of China"
"36","beijing-2022","silver","Oleksandr ABRAMENKO","Men","Freestyle Skiing","Men's Aerials","UKR","Ukraine"
"37","beijing-2022","silver","Hanna HUSKOVA","Women","Freestyle Skiing","Women's Aerials","BLR","Belarus"
"38","beijing-2022","gold","Mengtao XU","Women","Freestyle Skiing","Women's Aerials","CHN","People's Republic of China"
"39","beijing-2022","bronze","Megan NICK","Women","Freestyle Skiing","Women's Aerials","USA","United States of America"
"40","beijing-2022","silver","Cassie SHARPE","Women","Freestyle Skiing","Women's Freeski Halfpipe","CAN","Canada"
"41","beijing-2022","gold","Ailing Eileen GU","Women","Freestyle Skiing","Women's Freeski Halfpipe","CHN","People's Republic of China"
"42","beijing-2022","bronze","Rachel KARKER","Women","Freestyle Skiing","Women's Freeski Halfpipe","CAN","Canada"
"43","beijing-2022","silver","Ailing Eileen GU","Women","Freestyle Skiing","Women's Freeski Slopestyle","CHN","People's Republic of China"
"44","beijing-2022","gold","Mathilde GREMAUD","Women","Freestyle Skiing","Women's Freeski Slopestyle","SUI","Switzerland"
"45","beijing-2022","bronze","Kelly SILDARU","Women","Freestyle Skiing","Women's Freeski Slopestyle","EST","Estonia"
"46","beijing-2022","silver","Nicholas GOEPPER","Men","Freestyle Skiing","Men's Freeski Slopestyle","USA","United States of America"
"47","beijing-2022","bronze","Jesper TJADER","Men","Freestyle Skiing","Men's Freeski Slopestyle","SWE","Sweden"
"48","beijing-2022","gold","Alexander HALL","Men","Freestyle Skiing","Men's Freeski Slopestyle","USA","United States of America"
"49","beijing-2022","silver","Suzanne SCHULTING","Women","Short Track Speed Skating","Women's 500m","NED","Netherlands"
"50","beijing-2022","bronze","Kim BOUTIN","Women","Short Track Speed Skating","Women's 500m","CAN","Canada"
"51","beijing-2022","gold","Arianna FONTANA","Women","Short Track Speed Skating","Women's 500m","ITA","Italy"
"52","beijing-2022","bronze","Steven DUBOIS","Men","Short Track Speed Skating","Men's 500m","CAN","Canada"
"53","beijing-2022","gold","Shaoang LIU","Men","Short Track Speed Skating","Men's 500m","HUN","Hungary"
"54","beijing-2022","silver","Konstantin IVLIEV","Men","Short Track Speed Skating","Men's 500m","ROC","ROC"
"55","beijing-2022","gold","Canada","Men","Short Track Speed Skating","Men's 5000m Relay","CAN","Canada"
"56","beijing-2022","silver","Republic of Korea","Men","Short Track Speed Skating","Men's 5000m Relay","KOR","Republic of Korea"
"57","beijing-2022","bronze","Italy","Men","Short Track Speed Skating","Men's 5000m Relay","ITA","Italy"
"58","beijing-2022","gold","People's Republic of China","Mixed","Short Track Speed Skating","Team Relay","CHN","People's Republic of China"
"59","beijing-2022","silver","Italy","Mixed","Short Track Speed Skating","Team Relay","ITA","Italy"
"60","beijing-2022","bronze","Hungary","Mixed","Short Track Speed Skating","Team Relay","HUN","Hungary"
"61","beijing-2022","bronze","Semen ELISTRATOV","Men","Short Track Speed Skating","Men's 1500m","ROC","ROC"
"62","beijing-2022","gold","Daeheon HWANG","Men","Short Track Speed Skating","Men's 1500m","KOR","Republic of Korea"
"63","beijing-2022","silver","Steven DUBOIS","Men","Short Track Speed Skating","Men's 1500m","CAN","Canada"
"64","beijing-2022","gold","Ziwei REN","Men","Short Track Speed Skating","Men's 1000m","CHN","People's Republic of China"
"65","beijing-2022","silver","Wenlong LI","Men","Short Track Speed Skating","Men's 1000m","CHN","People's Republic of China"
"66","beijing-2022","bronze","Shaoang LIU","Men","Short Track Speed Skating","Men's 1000m","HUN","Hungary"
"67","beijing-2022","gold","Netherlands","Women","Short Track Speed Skating","Women's 3000m Relay","NED","Netherlands"
"68","beijing-2022","silver","Republic of Korea","Women","Short Track Speed Skating","Women's 3000m Relay","KOR","Republic of Korea"
"69","beijing-2022","bronze","People's Republic of China","Women","Short Track Speed Skating","Women's 3000m Relay","CHN","People's Republic of China"
"70","beijing-2022","gold","Suzanne SCHULTING","Women","Short Track Speed Skating","Women's 1000m","NED","Netherlands"
"71","beijing-2022","silver","Minjeong CHOI","Women","Short Track Speed Skating","Women's 1000m","KOR","Republic of Korea"
"72","beijing-2022","bronze","Hanne DESMET","Women","Short Track Speed Skating","Women's 1000m","BEL","Belgium"
"73","beijing-2022","gold","Minjeong CHOI","Women","Short Track Speed Skating","Women's 1500m","KOR","Republic of Korea"
"74","beijing-2022","bronze","Suzanne SCHULTING","Women","Short Track Speed Skating","Women's 1500m","NED","Netherlands"
"75","beijing-2022","silver","Arianna FONTANA","Women","Short Track Speed Skating","Women's 1500m","ITA","Italy"
"76","beijing-2022","silver","Queralt CASTELLET","Women","Snowboard","Women's Snowboard Halfpipe","ESP","Spain"
"77","beijing-2022","bronze","Sena TOMITA","Women","Snowboard","Women's Snowboard Halfpipe","JPN","Japan"
"78","beijing-2022","gold","Chloe KIM","Women","Snowboard","Women's Snowboard Halfpipe","USA","United States of America"
"79","beijing-2022","gold","United States of America","Mixed","Snowboard","Mixed Team Snowboard Cross","USA","United States of America"
"80","beijing-2022","silver","Italy","Mixed","Snowboard","Mixed Team Snowboard Cross","ITA","Italy"
"81","beijing-2022","bronze","Canada","Mixed","Snowboard","Mixed Team Snowboard Cross","CAN","Canada"
"82","beijing-2022","bronze","Meryeta ODINE","Women","Snowboard","Women's Snowboard Cross","CAN","Canada"
"83","beijing-2022","silver","Chloe TRESPEUCH","Women","Snowboard","Women's Snowboard Cross","FRA","France"
"84","beijing-2022","gold","Lindsey JACOBELLIS","Women","Snowboard","Women's Snowboard Cross","USA","United States of America"
"85","beijing-2022","silver","Tim MASTNAK","Men","Snowboard","Men's Parallel Giant Slalom","SLO","Slovenia"
"86","beijing-2022","gold","Benjamin KARL","Men","Snowboard","Men's Parallel Giant Slalom","AUT","Austria"
"87","beijing-2022","bronze","Vic WILD","Men","Snowboard","Men's Parallel Giant Slalom","ROC","ROC"
"88","beijing-2022","bronze","Kokomo MURASE","Women","Snowboard","Women's Snowboard Big Air","JPN","Japan"
"89","beijing-2022","silver","Zoi SADOWSKI SYNNOTT","Women","Snowboard","Women's Snowboard Big Air","NZL","New Zealand"
"90","beijing-2022","gold","Anna GASSER","Women","Snowboard","Women's Snowboard Big Air","AUT","Austria"
"91","beijing-2022","bronze","Omar VISINTIN","Men","Snowboard","Men's Snowboard Cross","ITA","Italy"
"92","beijing-2022","silver","Eliot GRONDIN","Men","Snowboard","Men's Snowboard Cross","CAN","Canada"
"93","beijing-2022","gold","Alessandro HAEMMERLE","Men","Snowboard","Men's Snowboard Cross","AUT","Austria"
"94","beijing-2022","gold","Max PARROT","Men","Snowboard","Men's Snowboard Slopestyle","CAN","Canada"
"95","beijing-2022","silver","Yiming SU","Men","Snowboard","Men's Snowboard Slopestyle","CHN","People's Republic of China"
"96","beijing-2022","bronze","Mark MCMORRIS","Men","Snowboard","Men's Snowboard Slopestyle","CAN","Canada"
"97","beijing-2022","bronze","Jan SCHERRER","Men","Snowboard","Men's Snowboard Halfpipe","SUI","Switzerland"
"98","beijing-2022","gold","Ayumu HIRANO","Men","Snowboard","Men's Snowboard Halfpipe","JPN","Japan"
"99","beijing-2022","silver","Scotty JAMES","Men","Snowboard","Men's Snowboard Halfpipe","AUS","Australia"
"100","beijing-2022","bronze","Tess COADY","Women","Snowboard","Women's Snowboard Slopestyle","AUS","Australia"
"101","beijing-2022","silver","Julia MARINO","Women","Snowboard","Women's Snowboard Slopestyle","USA","United States of America"
"102","beijing-2022","gold","Zoi SADOWSKI SYNNOTT","Women","Snowboard","Women's Snowboard Slopestyle","NZL","New Zealand"
"103","beijing-2022","silver","Daniela ULBING","Women","Snowboard","Women's Parallel Giant Slalom","AUT","Austria"
"104","beijing-2022","gold","Ester LEDECKA","Women","Snowboard","Women's Parallel Giant Slalom","CZE","Czech Republic"
"105","beijing-2022","bronze","Gloria KOTNIK","Women","Snowboard","Women's Parallel Giant Slalom","SLO","Slovenia"
"106","beijing-2022","silver","Mons ROISLAND","Men","Snowboard","Men's Snowboard Big Air","NOR","Norway"
"107","beijing-2022","gold","Yiming SU","Men","Snowboard","Men's Snowboard Big Air","CHN","People's Republic of China"
"108","beijing-2022","bronze","Max PARROT","Men","Snowboard","Men's Snowboard Big Air","CAN","Canada"
"109","beijing-2022","gold","Austria","Men","Ski Jumping","Men's Team","AUT","Austria"
"110","beijing-2022","silver","Slovenia","Men","Ski Jumping","Men's Team","SLO","Slovenia"
"111","beijing-2022","bronze","Germany","Men","Ski Jumping","Men's Team","GER","Germany"
"112","beijing-2022","gold","Marius LINDVIK","Men","Ski Jumping","Men's LH Individual","NOR","Norway"
"113","beijing-2022","silver","Ryoyu KOBAYASHI","Men","Ski Jumping","Men's LH Individual","JPN","Japan"
"114","beijing-2022","bronze","Karl GEIGER","Men","Ski Jumping","Men's LH Individual","GER","Germany"
"115","beijing-2022","gold","Slovenia","Mixed","Ski Jumping","Mixed Team","SLO","Slovenia"
"116","beijing-2022","silver","ROC","Mixed","Ski Jumping","Mixed Team","ROC","ROC"
"117","beijing-2022","bronze","Canada","Mixed","Ski Jumping","Mixed Team","CAN","Canada"
"118","beijing-2022","silver","Katharina ALTHAUS","Women","Ski Jumping","Women's NH Individual","GER","Germany"
"119","beijing-2022","gold","Ursa BOGATAJ","Women","Ski Jumping","Women's NH Individual","SLO","Slovenia"
"120","beijing-2022","bronze","Nika KRIZNAR","Women","Ski Jumping","Women's NH Individual","SLO","Slovenia"
"121","beijing-2022","bronze","Dawid KUBACKI","Men","Ski Jumping","Men's NH Individual","POL","Poland"
"122","beijing-2022","silver","Manuel FETTNER","Men","Ski Jumping","Men's NH Individual","AUT","Austria"
"123","beijing-2022","gold","Ryoyu KOBAYASHI","Men","Ski Jumping","Men's NH Individual","JPN","Japan"
"124","beijing-2022","gold","ROC","Mixed","Figure skating","Team Event","ROC","ROC"
"125","beijing-2022","silver","United States of America","Mixed","Figure skating","Team Event","USA","United States of America"
"126","beijing-2022","bronze","Japan","Mixed","Figure skating","Team Event","JPN","Japan"
"127","beijing-2022","gold","People's Republic of China","Mixed","Figure skating","Pair Skating","CHN","People's Republic of China"
"128","beijing-2022","silver","ROC","Mixed","Figure skating","Pair Skating","ROC","ROC"
"129","beijing-2022","bronze","ROC","Mixed","Figure skating","Pair Skating","ROC","ROC"
"130","beijing-2022","gold","France","Mixed","Figure skating","Ice Dance","FRA","France"
"131","beijing-2022","silver","ROC","Mixed","Figure skating","Ice Dance","ROC","ROC"
"132","beijing-2022","bronze","United States of America","Mixed","Figure skating","Ice Dance","USA","United States of America"
"133","beijing-2022","gold","Anna SHCHERBAKOVA","Women","Figure skating","Women Single Skating","ROC","ROC"
"134","beijing-2022","silver","Alexandra Trusova","Women","Figure skating","Women Single Skating","ROC","ROC"
"135","beijing-2022","bronze","Kaori SAKAMOTO","Women","Figure skating","Women Single Skating","JPN","Japan"
"136","beijing-2022","bronze","Shoma UNO","Men","Figure skating","Men Single Skating","JPN","Japan"
"137","beijing-2022","gold","Nathan CHEN","Men","Figure skating","Men Single Skating","USA","United States of America"
"138","beijing-2022","silver","Yuma KAGIYAMA","Men","Figure skating","Men Single Skating","JPN","Japan"
"139","beijing-2022","gold","Germany","Mixed","Luge","Team Relay","GER","Germany"
"140","beijing-2022","silver","Austria","Mixed","Luge","Team Relay","AUT","Austria"
"141","beijing-2022","bronze","Latvia","Mixed","Luge","Team Relay","LAT","Latvia"
"142","beijing-2022","gold","Germany","Open","Luge","Doubles","GER","Germany"
"143","beijing-2022","silver","Germany","Open","Luge","Doubles","GER","Germany"
"144","beijing-2022","bronze","Austria","Open","Luge","Doubles","AUT","Austria"
"145","beijing-2022","silver","Wolfgang KINDL","Men","Luge","Men's Singles","AUT","Austria"
"146","beijing-2022","gold","Johannes LUDWIG","Men","Luge","Men's Singles","GER","Germany"
"147","beijing-2022","bronze","Dominik FISCHNALLER","Men","Luge","Men's Singles","ITA","Italy"
"148","beijing-2022","silver","Anna BERREITER","Women","Luge","Women's Singles","GER","Germany"
"149","beijing-2022","bronze","Tatyana IVANOVA","Women","Luge","Women's Singles","ROC","ROC"
"150","beijing-2022","gold","Natalie GEISENBERGER","Women","Luge","Women's Singles","GER","Germany"
"151","beijing-2022","gold","Finland","Men","Ice Hockey","Men","FIN","Finland"
"152","beijing-2022","silver","ROC","Men","Ice Hockey","Men","ROC","ROC"
"153","beijing-2022","bronze","Slovakia","Men","Ice Hockey","Men","SVK","Slovakia"
"154","beijing-2022","gold","Canada","Women","Ice Hockey","Women","CAN","Canada"
"155","beijing-2022","silver","United States of America","Women","Ice Hockey","Women","USA","United States of America"
"156","beijing-2022","bronze","Finland","Women","Ice Hockey","Women","FIN","Finland"
"157","beijing-2022","gold","Quentin FILLON MAILLET","Men","Biathlon","Men's 12.5km Pursuit","FRA","France"
"158","beijing-2022","silver","Tarjei BOE","Men","Biathlon","Men's 12.5km Pursuit","NOR","Norway"
"159","beijing-2022","bronze","Eduard LATYPOV","Men","Biathlon","Men's 12.5km Pursuit","ROC","ROC"
"160","beijing-2022","gold","Norway","Mixed","Biathlon","Mixed Relay 4x6km (W+M)","NOR","Norway"
"161","beijing-2022","silver","France","Mixed","Biathlon","Mixed Relay 4x6km (W+M)","FRA","France"
"162","beijing-2022","bronze","ROC","Mixed","Biathlon","Mixed Relay 4x6km (W+M)","ROC","ROC"
"163","beijing-2022","silver","Tiril ECKHOFF","Women","Biathlon","Women's 12.5km Mass Start","NOR","Norway"
"164","beijing-2022","gold","Justine BRAISAZ","Women","Biathlon","Women's 12.5km Mass Start","FRA","France"
"165","beijing-2022","bronze","Marte Olsbu ROEISELAND","Women","Biathlon","Women's 12.5km Mass Start","NOR","Norway"
"166","beijing-2022","silver","Elvira OEBERG","Women","Biathlon","Women's 10km Pursuit","SWE","Sweden"
"167","beijing-2022","bronze","Tiril ECKHOFF","Women","Biathlon","Women's 10km Pursuit","NOR","Norway"
"168","beijing-2022","gold","Marte Olsbu ROEISELAND","Women","Biathlon","Women's 10km Pursuit","NOR","Norway"
"169","beijing-2022","silver","Quentin FILLON MAILLET","Men","Biathlon","Men's 10km Sprint","FRA","France"
"170","beijing-2022","gold","Johannes Thingnes BOE","Men","Biathlon","Men's 10km Sprint","NOR","Norway"
"171","beijing-2022","bronze","Tarjei BOE","Men","Biathlon","Men's 10km Sprint","NOR","Norway"
"172","beijing-2022","silver","Elvira OEBERG","Women","Biathlon","Women's 7.5km Sprint","SWE","Sweden"
"173","beijing-2022","gold","Marte Olsbu ROEISELAND","Women","Biathlon","Women's 7.5km Sprint","NOR","Norway"
"174","beijing-2022","bronze","Dorothea WIERER","Women","Biathlon","Women's 7.5km Sprint","ITA","Italy"
"175","beijing-2022","gold","Sweden","Women","Biathlon","Women's 4x6km Relay","SWE","Sweden"
"176","beijing-2022","silver","ROC","Women","Biathlon","Women's 4x6km Relay","ROC","ROC"
"177","beijing-2022","bronze","Germany","Women","Biathlon","Women's 4x6km Relay","GER","Germany"
"178","beijing-2022","silver","Martin PONSILUOMA","Men","Biathlon","Men's 15km Mass Start","SWE","Sweden"
"179","beijing-2022","bronze","Vetle Sjaastad CHRISTIANSEN","Men","Biathlon","Men's 15km Mass Start","NOR","Norway"
"180","beijing-2022","gold","Johannes Thingnes BOE","Men","Biathlon","Men's 15km Mass Start","NOR","Norway"
"181","beijing-2022","bronze","Johannes Thingnes BOE","Men","Biathlon","Men's 20km Individual","NOR","Norway"
"182","beijing-2022","silver","Anton SMOLSKI","Men","Biathlon","Men's 20km Individual","BLR","Belarus"
"183","beijing-2022","gold","Quentin FILLON MAILLET","Men","Biathlon","Men's 20km Individual","FRA","France"
"184","beijing-2022","gold","Norway","Men","Biathlon","Men's 4x7.5km Relay","NOR","Norway"
"185","beijing-2022","silver","France","Men","Biathlon","Men's 4x7.5km Relay","FRA","France"
"186","beijing-2022","bronze","ROC","Men","Biathlon","Men's 4x7.5km Relay","ROC","ROC"
"187","beijing-2022","gold","Denise HERRMANN","Women","Biathlon","Women's 15km Individual","GER","Germany"
"188","beijing-2022","silver","Anais CHEVALIER","Women","Biathlon","Women's 15km Individual","FRA","France"
"189","beijing-2022","bronze","Marte Olsbu ROEISELAND","Women","Biathlon","Women's 15km Individual","NOR","Norway"
"190","beijing-2022","gold","Clement NOEL","Men","Alpine Skiing","Men's Slalom","FRA","France"
"191","beijing-2022","silver","Johannes STROLZ","Men","Alpine Skiing","Men's Slalom","AUT","Austria"
"192","beijing-2022","bronze","Sebastian FOSS-SOLEVAAG","Men","Alpine Skiing","Men's Slalom","NOR","Norway"
"193","beijing-2022","gold","Beat FEUZ","Men","Alpine Skiing","Men's Downhill","SUI","Switzerland"
"194","beijing-2022","silver","Johan CLAREY","Men","Alpine Skiing","Men's Downhill","FRA","France"
"195","beijing-2022","bronze","Matthias MAYER","Men","Alpine Skiing","Men's Downhill","AUT","Austria"
"196","beijing-2022","silver","Mirjam PUCHNER","Women","Alpine Skiing","Women's Super-G","AUT","Austria"
"197","beijing-2022","bronze","Michelle GISIN","Women","Alpine Skiing","Women's Super-G","SUI","Switzerland"
"198","beijing-2022","gold","Lara GUT - BEHRAMI","Women","Alpine Skiing","Women's Super-G","SUI","Switzerland"
"199","beijing-2022","gold","Matthias MAYER","Men","Alpine Skiing","Men's Super-G","AUT","Austria"
"200","beijing-2022","bronze","Aleksander Aamodt KILDE","Men","Alpine Skiing","Men's Super-G","NOR","Norway"
"201","beijing-2022","silver","Ryan COCHRAN-SIEGLE","Men","Alpine Skiing","Men's Super-G","USA","United States of America"
"202","beijing-2022","gold","Corinne SUTER","Women","Alpine Skiing","Women's Downhill","SUI","Switzerland"
"203","beijing-2022","silver","Sofia GOGGIA","Women","Alpine Skiing","Women's Downhill","ITA","Italy"
"204","beijing-2022","bronze","Nadia DELAGO","Women","Alpine Skiing","Women's Downhill","ITA","Italy"
"205","beijing-2022","gold","Austria","Mixed","Alpine Skiing","Mixed Team Parallel","AUT","Austria"
"206","beijing-2022","silver","Germany","Mixed","Alpine Skiing","Mixed Team Parallel","GER","Germany"
"207","beijing-2022","bronze","Norway","Mixed","Alpine Skiing","Mixed Team Parallel","NOR","Norway"
"208","beijing-2022","bronze","James CRAWFORD","Men","Alpine Skiing","Men's Alpine Combined","CAN","Canada"
"209","beijing-2022","gold","Johannes STROLZ","Men","Alpine Skiing","Men's Alpine Combined","AUT","Austria"
"210","beijing-2022","silver","Aleksander Aamodt KILDE","Men","Alpine Skiing","Men's Alpine Combined","NOR","Norway"
"211","beijing-2022","bronze","Mathieu FAIVRE","Men","Alpine Skiing","Men's Giant Slalom","FRA","France"
"212","beijing-2022","silver","Zan KRANJEC","Men","Alpine Skiing","Men's Giant Slalom","SLO","Slovenia"
"213","beijing-2022","gold","Marco ODERMATT","Men","Alpine Skiing","Men's Giant Slalom","SUI","Switzerland"
"214","beijing-2022","silver","Federica BRIGNONE","Women","Alpine Skiing","Women's Giant Slalom","ITA","Italy"
"215","beijing-2022","bronze","Lara GUT - BEHRAMI","Women","Alpine Skiing","Women's Giant Slalom","SUI","Switzerland"
"216","beijing-2022","gold","Sara HECTOR","Women","Alpine Skiing","Women's Giant Slalom","SWE","Sweden"
"217","beijing-2022","bronze","Federica BRIGNONE","Women","Alpine Skiing","Women's Alpine Combined","ITA","Italy"
"218","beijing-2022","silver","Wendy HOLDENER","Women","Alpine Skiing","Women's Alpine Combined","SUI","Switzerland"
"219","beijing-2022","gold","Michelle GISIN","Women","Alpine Skiing","Women's Alpine Combined","SUI","Switzerland"
"220","beijing-2022","gold","Petra VLHOVA","Women","Alpine Skiing","Women's Slalom","SVK","Slovakia"
"221","beijing-2022","bronze","Wendy HOLDENER","Women","Alpine Skiing","Women's Slalom","SUI","Switzerland"
"222","beijing-2022","silver","Katharina LIENSBERGER","Women","Alpine Skiing","Women's Slalom","AUT","Austria"
"223","beijing-2022","silver","Jackie NARRACOTT","Women","Skeleton","Women","AUS","Australia"
"224","beijing-2022","gold","Hannah NEISE","Women","Skeleton","Women","GER","Germany"
"225","beijing-2022","bronze","Kimberley BOS","Women","Skeleton","Women","NED","Netherlands"
"226","beijing-2022","silver","Axel JUNGK","Men","Skeleton","Men","GER","Germany"
"227","beijing-2022","bronze","Wengang YAN","Men","Skeleton","Men","CHN","People's Republic of China"
"228","beijing-2022","gold","Christopher GROTHEER","Men","Skeleton","Men","GER","Germany"
"229","beijing-2022","silver","Maja DAHLQVIST","Women","Cross Country Skiing","Women's Sprint Free","SWE","Sweden"
"230","beijing-2022","bronze","Jessica DIGGINS","Women","Cross Country Skiing","Women's Sprint Free","USA","United States of America"
"231","beijing-2022","gold","Jonna SUNDLING","Women","Cross Country Skiing","Women's Sprint Free","SWE","Sweden"
"232","beijing-2022","gold","Germany","Women","Cross Country Skiing","Women's Team Sprint Classic","GER","Germany"
"233","beijing-2022","silver","Sweden","Women","Cross Country Skiing","Women's Team Sprint Classic","SWE","Sweden"
"234","beijing-2022","bronze","ROC","Women","Cross Country Skiing","Women's Team Sprint Classic","ROC","ROC"
"235","beijing-2022","gold","Norway","Men","Cross Country Skiing","Men's Team Sprint Classic","NOR","Norway"
"236","beijing-2022","silver","Finland","Men","Cross Country Skiing","Men's Team Sprint Classic","FIN","Finland"
"237","beijing-2022","bronze","ROC","Men","Cross Country Skiing","Men's Team Sprint Classic","ROC","ROC"
"238","beijing-2022","gold","Alexander BOLSHUNOV","Men","Cross Country Skiing","Men's 15km + 15km Skiathlon","ROC","ROC"
"239","beijing-2022","silver","Denis SPITSOV","Men","Cross Country Skiing","Men's 15km + 15km Skiathlon","ROC","ROC"
"240","beijing-2022","bronze","Iivo NISKANEN","Men","Cross Country Skiing","Men's 15km + 15km Skiathlon","FIN","Finland"
"241","beijing-2022","gold","ROC","Men","Cross Country Skiing","Men's 4 x 10km Relay","ROC","ROC"
"242","beijing-2022","silver","Norway","Men","Cross Country Skiing","Men's 4 x 10km Relay","NOR","Norway"
"243","beijing-2022","bronze","France","Men","Cross Country Skiing","Men's 4 x 10km Relay","FRA","France"
"244","beijing-2022","bronze","Teresa STADLOBER","Women","Cross Country Skiing","Women's 7.5km + 7.5km Skiathlon","AUT","Austria"
"245","beijing-2022","silver","Natalia NEPRYAEVA","Women","Cross Country Skiing","Women's 7.5km + 7.5km Skiathlon","ROC","ROC"
"246","beijing-2022","gold","Therese JOHAUG","Women","Cross Country Skiing","Women's 7.5km + 7.5km Skiathlon","NOR","Norway"
"247","beijing-2022","silver","Jessica DIGGINS","Women","Cross Country Skiing","Women's 30km Mass Start Free","USA","United States of America"
"248","beijing-2022","bronze","Kerttu NISKANEN","Women","Cross Country Skiing","Women's 30km Mass Start Free","FIN","Finland"
"249","beijing-2022","gold","Therese JOHAUG","Women","Cross Country Skiing","Women's 30km Mass Start Free","NOR","Norway"
"250","beijing-2022","gold","Therese JOHAUG","Women","Cross Country Skiing","Women's 10km Classic","NOR","Norway"
"251","beijing-2022","silver","Kerttu NISKANEN","Women","Cross Country Skiing","Women's 10km Classic","FIN","Finland"
"252","beijing-2022","bronze","Krista PARMAKOSKI","Women","Cross Country Skiing","Women's 10km Classic","FIN","Finland"
"253","beijing-2022","gold","Alexander BOLSHUNOV","Men","Cross Country Skiing","Men's 50km Mass Start Free","ROC","ROC"
"254","beijing-2022","silver","Ivan YAKIMUSHKIN","Men","Cross Country Skiing","Men's 50km Mass Start Free","ROC","ROC"
"255","beijing-2022","bronze","Simen Hegstad KRUEGER","Men","Cross Country Skiing","Men's 50km Mass Start Free","NOR","Norway"
"256","beijing-2022","gold","Iivo NISKANEN","Men","Cross Country Skiing","Men's 15km Classic","FIN","Finland"
"257","beijing-2022","bronze","Johannes Hoesflot KLAEBO","Men","Cross Country Skiing","Men's 15km Classic","NOR","Norway"
"258","beijing-2022","silver","Alexander BOLSHUNOV","Men","Cross Country Skiing","Men's 15km Classic","ROC","ROC"
"259","beijing-2022","gold","ROC","Women","Cross Country Skiing","Women's 4 x 5km Relay","ROC","ROC"
"260","beijing-2022","silver","Germany","Women","Cross Country Skiing","Women's 4 x 5km Relay","GER","Germany"
"261","beijing-2022","bronze","Sweden","Women","Cross Country Skiing","Women's 4 x 5km Relay","SWE","Sweden"
