"","slug_game","medal_type","name","gender","discipline","event","country_code","country_long"
"7768","atlanta-1996","bronze","Andriy KALASHNIKOV","Men","Wrestling","Flyweight, Greco-Roman (≤52 kilograms) Men","UKR","Ukraine"
"7769","atlanta-1996","gold","Kurt ANGLE","Men","Wrestling","Heavyweight, Freestyle (≤100 kilograms) Men","USA","United States of America"
"7770","atlanta-1996","silver","Abbas JADIDI","Men","Wrestling","Heavyweight, Freestyle (≤100 kilograms) Men","IRI","Islamic Republic of Iran"
"7771","atlanta-1996","bronze","Arawat SABEJEW","Men","Wrestling","Heavyweight, Freestyle (≤100 kilograms) Men","GER","Germany"
"7772","atlanta-1996","gold","Tom BRANDS","Men","Wrestling","Featherweight, Freestyle (≤62 kilograms) Men","USA","United States of America"
"7773","atlanta-1996","silver","Jae-Sung JANG","Men","Wrestling","Featherweight, Freestyle (≤62 kilograms) Men","KOR","Republic of Korea"
"7774","atlanta-1996","bronze","Elbrus TEDEYEV","Men","Wrestling","Featherweight, Freestyle (≤62 kilograms) Men","UKR","Ukraine"
"7775","atlanta-1996","gold","Aleksandr KARELIN","Men","Wrestling","Super-Heavyweight, Greco-Roman (≤130 kilograms) Men","RUS","Russian Federation"
"7776","atlanta-1996","silver","Siamak GHAFFARI","Men","Wrestling","Super-Heavyweight, Greco-Roman (≤130 kilograms) Men","USA","United States of America"
"7777","atlanta-1996","bronze","Sergei Mureico","Men","Wrestling","Super-Heavyweight, Greco-Roman (≤130 kilograms) Men","MDA","Republic of Moldova"
"7778","atlanta-1996","gold","Il-Ong Kim","Men","Wrestling","Light-Flyweight, Freestyle (≤48 kilograms) Men","PRK","Democratic People's Republic of Korea"
"7779","atlanta-1996","silver","Armen MKRCHYAN","Men","Wrestling","Light-Flyweight, Freestyle (≤48 kilograms) Men","ARM","Armenia"
"7780","atlanta-1996","bronze","Alexis VILA","Men","Wrestling","Light-Flyweight, Freestyle (≤48 kilograms) Men","CUB","Cuba"
"7781","atlanta-1996","gold","Khadzhimurad MAGOMEDOV","Men","Wrestling","Middleweight, Freestyle (≤82 kilograms) Men","RUS","Russian Federation"
"7782","atlanta-1996","silver","Hyun-Mo YANG","Men","Wrestling","Middleweight, Freestyle (≤82 kilograms) Men","KOR","Republic of Korea"
"7783","atlanta-1996","bronze","Amir Reza KHADEM AZGHADI","Men","Wrestling","Middleweight, Freestyle (≤82 kilograms) Men","IRI","Islamic Republic of Iran"
"7784","atlanta-1996","gold","Hamza YERLIKAYA","Men","Wrestling","Middleweight, Greco-Roman (≤82 kilograms) Men","TUR","Turkey"
"7785","atlanta-1996","silver","Thomas ZANDER","Men","Wrestling","Middleweight, Greco-Roman (≤82 kilograms) Men","GER","Germany"
"7786","atlanta-1996","bronze","Valery TSILENT","Men","Wrestling","Middleweight, Greco-Roman (≤82 kilograms) Men","BLR","Belarus"
"7787","atlanta-1996","gold","Filiberto AZCUY","Men","Wrestling","Welterweight, Greco-Roman (≤74 kilograms) Men","CUB","Cuba"
"7788","atlanta-1996","silver","Marko ASELL","Men","Wrestling","Welterweight, Greco-Roman (≤74 kilograms) Men","FIN","Finland"
"7789","atlanta-1996","bronze","Jozef TRACZ","Men","Wrestling","Welterweight, Greco-Roman (≤74 kilograms) Men","POL","Poland"
"7790","atlanta-1996","gold","Kwon-Ho SIM","Men","Wrestling","Light-Flyweight, Greco-Roman (≤48 kilograms) Men","KOR","Republic of Korea"
"7791","atlanta-1996","silver","Aleksandr PAVLOV","Men","Wrestling","Light-Flyweight, Greco-Roman (≤48 kilograms) Men","BLR","Belarus"
"7792","atlanta-1996","bronze","Zafar GULYOV","Men","Wrestling","Light-Flyweight, Greco-Roman (≤48 kilograms) Men","RUS","Russian Federation"
"7793","atlanta-1996","gold","Andrzej WRONSKI","Men","Wrestling","Heavyweight, Greco-Roman (≤100 kilograms) Men","POL","Poland"
"7794","atlanta-1996","silver","Sergey LISHTVAN","Men","Wrestling","Heavyweight, Greco-Roman (≤100 kilograms) Men","BLR","Belarus"
"7795","atlanta-1996","bronze","Mikael LJUNGBERG","Men","Wrestling","Heavyweight, Greco-Roman (≤100 kilograms) Men","SWE","Sweden"
"7796","atlanta-1996","gold","Vadim BOGIYEV","Men","Wrestling","Lightweight, Freestyle (≤68 kilograms) Men","RUS","Russian Federation"
"7797","atlanta-1996","silver","Townsend SAUNDERS","Men","Wrestling","Lightweight, Freestyle (≤68 kilograms) Men","USA","United States of America"
"7798","atlanta-1996","bronze","Zaza ZOZIROV","Men","Wrestling","Lightweight, Freestyle (≤68 kilograms) Men","UKR","Ukraine"
"7799","atlanta-1996","gold","Wlodzimierz ZAWADZKI","Men","Wrestling","Featherweight, Greco-Roman (≤62 kilograms) Men","POL","Poland"
"7800","atlanta-1996","silver","Juan Luis MAREN","Men","Wrestling","Featherweight, Greco-Roman (≤62 kilograms) Men","CUB","Cuba"
"7801","atlanta-1996","bronze","Akif PIRIM","Men","Wrestling","Featherweight, Greco-Roman (≤62 kilograms) Men","TUR","Turkey"
"7802","atlanta-1996","gold","Mahmut DEMIR","Men","Wrestling","Super-Heavyweight, Freestyle (≤130 kilograms) Men","TUR","Turkey"
"7803","atlanta-1996","silver","Aleksey MEDVEDEV","Men","Wrestling","Super-Heavyweight, Freestyle (≤130 kilograms) Men","BLR","Belarus"
"7804","atlanta-1996","bronze","Bruce Robert BAUMGARTNER","Men","Wrestling","Super-Heavyweight, Freestyle (≤130 kilograms) Men","USA","United States of America"
"7805","atlanta-1996","gold","Valentin Yordanov DIMITROV","Men","Wrestling","Flyweight, Freestyle (≤52 kilograms) Men","BUL","Bulgaria"
"7806","atlanta-1996","silver","Namig ABDULLAYEV","Men","Wrestling","Flyweight, Freestyle (≤52 kilograms) Men","AZE","Azerbaijan"
"7807","atlanta-1996","bronze","Maulen MAMYROV","Men","Wrestling","Flyweight, Freestyle (≤52 kilograms) Men","KAZ","Kazakhstan"
"7808","atlanta-1996","gold","Ryszard WOLNY","Men","Wrestling","Lightweight, Greco-Roman (≤68 kilograms) Men","POL","Poland"
"7809","atlanta-1996","silver","Ghani YALOUZ","Men","Wrestling","Lightweight, Greco-Roman (≤68 kilograms) Men","FRA","France"
"7810","atlanta-1996","bronze","Aleksandr TRETYAKOV","Men","Wrestling","Lightweight, Greco-Roman (≤68 kilograms) Men","RUS","Russian Federation"
"7811","atlanta-1996","gold","United States of America","Men","Beach Volleyball","Beach volleyball men","USA","United States of America"
"7812","atlanta-1996","silver","United States of America","Men","Beach Volleyball","Beach volleyball men","USA","United States of America"
"7813","atlanta-1996","bronze","Canada","Men","Beach Volleyball","Beach volleyball men","CAN","Canada"
"7814","atlanta-1996","gold","Brazil","Women","Beach Volleyball","Beach volleyball women","BRA","Brazil"
"7815","atlanta-1996","silver","Brazil","Women","Beach Volleyball","Beach volleyball women","BRA","Brazil"
"7816","atlanta-1996","bronze","Australia","Women","Beach Volleyball","Beach volleyball women","AUS","Australia"
"7817","atlanta-1996","gold","Cuba","Women","Volleyball","volleyball women","CUB","Cuba"
"7818","atlanta-1996","silver","People's Republic of China","Women","Volleyball","volleyball women","CHN","People's Republic of China"
"7819","atlanta-1996","bronze","Brazil","Women","Volleyball","volleyball women","BRA","Brazil"
"7820","atlanta-1996","gold","Netherlands","Men","Volleyball","volleyball men","NED","Netherlands"
"7821","atlanta-1996","silver","Italy","Men","Volleyball","volleyball men","ITA","Italy"
"7822","atlanta-1996","bronze","Serbia and Montenegro","Men","Volleyball","volleyball men","SCG","Serbia and Montenegro"
"7823","atlanta-1996","gold","Knut HOLMANN","Men","Canoe Sprint","K1 1000m kayak single men","NOR","Norway"
"7824","atlanta-1996","silver","Beniamino BONOMI","Men","Canoe Sprint","K1 1000m kayak single men","ITA","Italy"
"7825","atlanta-1996","bronze","Clint ROBINSON","Men","Canoe Sprint","K1 1000m kayak single men","AUS","Australia"
"7826","atlanta-1996","gold","Sweden","Women","Canoe Sprint","K2 500m kayak double women","SWE","Sweden"
"7827","atlanta-1996","silver","Germany","Women","Canoe Sprint","K2 500m kayak double women","GER","Germany"
"7828","atlanta-1996","bronze","Australia","Women","Canoe Sprint","K2 500m kayak double women","AUS","Australia"
"7829","atlanta-1996","gold","Germany","Men","Canoe Sprint","K2 500m kayak double men","GER","Germany"
"7830","atlanta-1996","silver","Italy","Men","Canoe Sprint","K2 500m kayak double men","ITA","Italy"
"7831","atlanta-1996","bronze","Australia","Men","Canoe Sprint","K2 500m kayak double men","AUS","Australia"
"7832","atlanta-1996","gold","Hungary","Men","Canoe Sprint","C2 500m canoe double men","HUN","Hungary"
"7833","atlanta-1996","silver","Republic of Moldova","Men","Canoe Sprint","C2 500m canoe double men","MDA","Republic of Moldova"
"7834","atlanta-1996","bronze","Romania","Men","Canoe Sprint","C2 500m canoe double men","ROU","Romania"
"7835","atlanta-1996","gold","Germany","Men","Canoe Sprint","K4 1000m kayak four men","GER","Germany"
"7836","atlanta-1996","silver","Hungary","Men","Canoe Sprint","K4 1000m kayak four men","HUN","Hungary"
"7837","atlanta-1996","bronze","Russian Federation","Men","Canoe Sprint","K4 1000m kayak four men","RUS","Russian Federation"
"7838","atlanta-1996","gold","Germany","Men","Canoe Sprint","C2 1000m canoe double men","GER","Germany"
"7839","atlanta-1996","silver","Romania","Men","Canoe Sprint","C2 1000m canoe double men","ROU","Romania"
"7840","atlanta-1996","bronze","Hungary","Men","Canoe Sprint","C2 1000m canoe double men","HUN","Hungary"
"7841","atlanta-1996","gold","Italy","Men","Canoe Sprint","K2 1000m kayak double men","ITA","Italy"
"7842","atlanta-1996","silver","Germany","Men","Canoe Sprint","K2 1000m kayak double men","GER","Germany"
"7843","atlanta-1996","bronze","Bulgaria","Men","Canoe Sprint","K2 1000m kayak double men","BUL","Bulgaria"
"7844","atlanta-1996","gold","Rita KOBAN","Women","Canoe Sprint","K1 500m kayak single women","HUN","Hungary"
"7845","atlanta-1996","silver","Caroline BRUNET","Women","Canoe Sprint","K1 500m kayak single women","CAN","Canada"
"7846","atlanta-1996","bronze","Josefa IDEM","Women","Canoe Sprint","K1 500m kayak single women","ITA","Italy"
"7847","atlanta-1996","gold","Martin DOKTOR","Men","Canoe Sprint","C1 500m canoe single men","CZE","Czech Republic"
"7848","atlanta-1996","silver","Slavomir KNAZOVICKY","Men","Canoe Sprint","C1 500m canoe single men","SVK","Slovakia"
"7849","atlanta-1996","bronze","Imre PULAI","Men","Canoe Sprint","C1 500m canoe single men","HUN","Hungary"
"7850","atlanta-1996","gold","Martin DOKTOR","Men","Canoe Sprint","C1 1000m canoe single men","CZE","Czech Republic"
"7851","atlanta-1996","silver","Ivans KLEMENTYEV","Men","Canoe Sprint","C1 1000m canoe single men","LAT","Latvia"
"7852","atlanta-1996","bronze","Gyorgy ZALA","Men","Canoe Sprint","C1 1000m canoe single men","HUN","Hungary"
"7853","atlanta-1996","gold","Antonio ROSSI","Men","Canoe Sprint","K1 500m kayak single men","ITA","Italy"
"7854","atlanta-1996","silver","Knut HOLMANN","Men","Canoe Sprint","K1 500m kayak single men","NOR","Norway"
"7855","atlanta-1996","bronze","Piotr MARKIEWICZ","Men","Canoe Sprint","K1 500m kayak single men","POL","Poland"
"7856","atlanta-1996","gold","Germany","Women","Canoe Sprint","K4 500m kayak four women","GER","Germany"
"7857","atlanta-1996","silver","Switzerland","Women","Canoe Sprint","K4 500m kayak four women","SUI","Switzerland"
"7858","atlanta-1996","bronze","Sweden","Women","Canoe Sprint","K4 500m kayak four women","SWE","Sweden"
"7859","atlanta-1996","gold","Alexander PARYGIN","Men","Modern Pentathlon","Individual competition men","KAZ","Kazakhstan"
"7860","atlanta-1996","silver","Edouard ZENOVKA","Men","Modern Pentathlon","Individual competition men","RUS","Russian Federation"
"7861","atlanta-1996","bronze","Janos MARTINEK","Men","Modern Pentathlon","Individual competition men","HUN","Hungary"
"7862","atlanta-1996","gold","Paola PEZZO","Women","Cycling Mountain Bike","cross-country women","ITA","Italy"
"7863","atlanta-1996","silver","Alison SYDOR","Women","Cycling Mountain Bike","cross-country women","CAN","Canada"
"7864","atlanta-1996","bronze","Susan DEMATTEI","Women","Cycling Mountain Bike","cross-country women","USA","United States of America"
"7865","atlanta-1996","gold","Bart BRENTJENS","Men","Cycling Mountain Bike","cross-country men","NED","Netherlands"
"7866","atlanta-1996","silver","Thomas FRISCHKNECHT","Men","Cycling Mountain Bike","cross-country men","SUI","Switzerland"
"7867","atlanta-1996","bronze","Miguel MARTINEZ","Men","Cycling Mountain Bike","cross-country men","FRA","France"
"7868","atlanta-1996","gold","United States of America","Men","Archery","team FITA Olympic round  70m men","USA","United States of America"
"7869","atlanta-1996","silver","Republic of Korea","Men","Archery","team FITA Olympic round  70m men","KOR","Republic of Korea"
"7870","atlanta-1996","bronze","Italy","Men","Archery","team FITA Olympic round  70m men","ITA","Italy"
"7871","atlanta-1996","gold","Republic of Korea","Women","Archery","team FITA Olympic round  70m women","KOR","Republic of Korea"
"7872","atlanta-1996","silver","Germany","Women","Archery","team FITA Olympic round  70m women","GER","Germany"
"7873","atlanta-1996","bronze","Poland","Women","Archery","team FITA Olympic round  70m women","POL","Poland"
"7874","atlanta-1996","gold","Justin HUISH","Men","Archery","individual FITA Olympic round  70m men","USA","United States of America"
"7875","atlanta-1996","silver","Magnus PETERSSON","Men","Archery","individual FITA Olympic round  70m men","SWE","Sweden"
"7876","atlanta-1996","bronze","Gyo-Mun O","Men","Archery","individual FITA Olympic round  70m men","KOR","Republic of Korea"
"7877","atlanta-1996","gold","Kyung-Wook KIM","Women","Archery","individual FITA Olympic round  70m women","KOR","Republic of Korea"
"7878","atlanta-1996","silver","Ying HE","Women","Archery","individual FITA Olympic round  70m women","CHN","People's Republic of China"
"7879","atlanta-1996","bronze","Olena SADOVNYCHA","Women","Archery","individual FITA Olympic round  70m women","UKR","Ukraine"
"7880","atlanta-1996","gold","United States of America","Women","Synchronized Swimming","team women","USA","United States of America"
"7881","atlanta-1996","silver","Canada","Women","Synchronized Swimming","team women","CAN","Canada"
"7882","atlanta-1996","bronze","Japan","Women","Synchronized Swimming","team women","JPN","Japan"
"7883","atlanta-1996","gold","United States of America","Women","Softball","softball women","USA","United States of America"
"7884","atlanta-1996","silver","People's Republic of China","Women","Softball","softball women","CHN","People's Republic of China"
"7885","atlanta-1996","bronze","Australia","Women","Softball","softball women","AUS","Australia"
"7886","atlanta-1996","gold","Oliver FIX","Men","Canoe Slalom","K1 kayak single men","GER","Germany"
"7887","atlanta-1996","silver","Andraz VEHOVAR","Men","Canoe Slalom","K1 kayak single men","SLO","Slovenia"
"7888","atlanta-1996","bronze","Thomas BECKER","Men","Canoe Slalom","K1 kayak single men","GER","Germany"
"7889","atlanta-1996","gold","Michal MARTIKAN","Men","Canoe Slalom","C1 canoe single men","SVK","Slovakia"
"7890","atlanta-1996","silver","Lukas POLLERT","Men","Canoe Slalom","C1 canoe single men","CZE","Czech Republic"
"7891","atlanta-1996","bronze","Patrice ESTANGUET","Men","Canoe Slalom","C1 canoe single men","FRA","France"
"7892","atlanta-1996","gold","France","Men","Canoe Slalom","C2 canoe double men","FRA","France"
"7893","atlanta-1996","silver","Czech Republic","Men","Canoe Slalom","C2 canoe double men","CZE","Czech Republic"
"7894","atlanta-1996","bronze","Germany","Men","Canoe Slalom","C2 canoe double men","GER","Germany"
"7895","atlanta-1996","gold","Stepanka HILGERTOVA","Women","Canoe Slalom","K1 kayak single women","CZE","Czech Republic"
"7896","atlanta-1996","silver","Dana CHLADEK","Women","Canoe Slalom","K1 kayak single women","USA","United States of America"
"7897","atlanta-1996","bronze","Myriam FOX-JERUSALMI","Women","Canoe Slalom","K1 kayak single women","FRA","France"
"7898","atlanta-1996","gold","Silvio MARTINELLO","Men","Cycling Track","Points Race men","ITA","Italy"
"7899","atlanta-1996","silver","Brian WALTON","Men","Cycling Track","Points Race men","CAN","Canada"
"7900","atlanta-1996","bronze","Stuart OGRADY","Men","Cycling Track","Points Race men","AUS","Australia"
"7901","atlanta-1996","gold","Antonella BELLUTTI","Women","Cycling Track","individual pursuit women","ITA","Italy"
"7902","atlanta-1996","silver","Marion CLIGNET","Women","Cycling Track","individual pursuit women","FRA","France"
"7903","atlanta-1996","bronze","Judith ARNDT","Women","Cycling Track","individual pursuit women","GER","Germany"
"7904","atlanta-1996","gold","France","Men","Cycling Track","Team Pursuit 4000m men","FRA","France"
"7905","atlanta-1996","silver","Russian Federation","Men","Cycling Track","Team Pursuit 4000m men","RUS","Russian Federation"
"7906","atlanta-1996","bronze","Australia","Men","Cycling Track","Team Pursuit 4000m men","AUS","Australia"
"7907","atlanta-1996","gold","Felicia BALLANGER","Women","Cycling Track","sprint women","FRA","France"
"7908","atlanta-1996","silver","Michelle FERRIS","Women","Cycling Track","sprint women","AUS","Australia"
"7909","atlanta-1996","bronze","Ingrid HARINGA","Women","Cycling Track","sprint women","NED","Netherlands"
"7910","atlanta-1996","gold","Andrea COLLINELLI","Men","Cycling Track","Individual Pursuit men","ITA","Italy"
"7911","atlanta-1996","silver","Philippe ERMENAULT","Men","Cycling Track","Individual Pursuit men","FRA","France"
"7912","atlanta-1996","bronze","Bradley MCGEE","Men","Cycling Track","Individual Pursuit men","AUS","Australia"
"7913","atlanta-1996","gold","Nathalie LANCIEN","Women","Cycling Track","points race women","FRA","France"
"7914","atlanta-1996","silver","Ingrid HARINGA","Women","Cycling Track","points race women","NED","Netherlands"
"7915","atlanta-1996","bronze","Lucy TYLER SHARMAN","Women","Cycling Track","points race women","AUS","Australia"
"7916","atlanta-1996","gold","Jens FIEDLER","Men","Cycling Track","Sprint individual men","GER","Germany"
"7917","atlanta-1996","silver","Martin NOTHSTEIN","Men","Cycling Track","Sprint individual men","USA","United States of America"
"7918","atlanta-1996","bronze","Curtis HARNETT","Men","Cycling Track","Sprint individual men","CAN","Canada"
"7919","atlanta-1996","gold","Florian ROUSSEAU","Men","Cycling Track","1km time trial men","FRA","France"
"7920","atlanta-1996","silver","Erin HARTWELL","Men","Cycling Track","1km time trial men","USA","United States of America"
"7921","atlanta-1996","bronze","Takanobu JUMONJI","Men","Cycling Track","1km time trial men","JPN","Japan"
"7922","atlanta-1996","gold","United States of America","Women","Football","football women","USA","United States of America"
"7923","atlanta-1996","silver","People's Republic of China","Women","Football","football women","CHN","People's Republic of China"
"7924","atlanta-1996","bronze","Norway","Women","Football","football women","NOR","Norway"
"7925","atlanta-1996","gold","Nigeria","Men","Football","football men","NGR","Nigeria"
"7926","atlanta-1996","silver","Argentina","Men","Football","football men","ARG","Argentina"
"7927","atlanta-1996","bronze","Brazil","Men","Football","football men","BRA","Brazil"
"7928","atlanta-1996","gold","Jeannie LONGO","Women","Cycling Road","individual road race women","FRA","France"
"7929","atlanta-1996","silver","Imelda CHIAPPA","Women","Cycling Road","individual road race women","ITA","Italy"
"7930","atlanta-1996","bronze","Clara HUGHES","Women","Cycling Road","individual road race women","CAN","Canada"
"7931","atlanta-1996","gold","Pascal RICHARD","Men","Cycling Road","individual road race men","SUI","Switzerland"
"7932","atlanta-1996","silver","Rolf SOERENSEN","Men","Cycling Road","individual road race men","DEN","Denmark"
"7933","atlanta-1996","bronze","Max SCIANDRI","Men","Cycling Road","individual road race men","GBR","Great Britain"
"7934","atlanta-1996","gold","Miguel INDURAIN","Men","Cycling Road","individual time trial men","ESP","Spain"
"7935","atlanta-1996","silver","Abraham OLANO","Men","Cycling Road","individual time trial men","ESP","Spain"
"7936","atlanta-1996","bronze","Christopher Miles BOARDMAN","Men","Cycling Road","individual time trial men","GBR","Great Britain"
"7937","atlanta-1996","gold","Zulfiya ZABIROVA","Women","Cycling Road","individual time trial women","RUS","Russian Federation"
"7938","atlanta-1996","silver","Jeannie LONGO","Women","Cycling Road","individual time trial women","FRA","France"
"7939","atlanta-1996","bronze","Clara HUGHES","Women","Cycling Road","individual time trial women","CAN","Canada"
"7940","atlanta-1996","gold","Indonesia","Men","Badminton","doubles men","INA","Indonesia"
"7941","atlanta-1996","silver","Malaysia","Men","Badminton","doubles men","MAS","Malaysia"
"7942","atlanta-1996","bronze","Indonesia","Men","Badminton","doubles men","INA","Indonesia"
"7943","atlanta-1996","gold","People's Republic of China","Women","Badminton","doubles women","CHN","People's Republic of China"
"7944","atlanta-1996","silver","Republic of Korea","Women","Badminton","doubles women","KOR","Republic of Korea"
"7945","atlanta-1996","bronze","People's Republic of China","Women","Badminton","doubles women","CHN","People's Republic of China"
"7946","atlanta-1996","gold","Poul-Erik HØYER LARSEN","Men","Badminton","Singles men","DEN","Denmark"
"7947","atlanta-1996","silver","Jiong DONG","Men","Badminton","Singles men","CHN","People's Republic of China"
"7948","atlanta-1996","bronze","Adul Sidek Mohamed","Men","Badminton","Singles men","MAS","Malaysia"
"7949","atlanta-1996","gold","Soo-Hyun BANG","Women","Badminton","Singles women","KOR","Republic of Korea"
"7950","atlanta-1996","silver","- Mia Audina","Women","Badminton","Singles women","INA","Indonesia"
"7951","atlanta-1996","bronze","Susi SUSANTI","Women","Badminton","Singles women","INA","Indonesia"
"7952","atlanta-1996","gold","Republic of Korea","Mixed","Badminton","Doubles mixed","KOR","Republic of Korea"
"7953","atlanta-1996","silver","Republic of Korea","Mixed","Badminton","Doubles mixed","KOR","Republic of Korea"
"7954","atlanta-1996","bronze","People's Republic of China","Mixed","Badminton","Doubles mixed","CHN","People's Republic of China"
"7955","atlanta-1996","gold","Russian Federation","Men","Fencing","sabre team men","RUS","Russian Federation"
"7956","atlanta-1996","silver","Hungary","Men","Fencing","sabre team men","HUN","Hungary"
"7957","atlanta-1996","bronze","Italy","Men","Fencing","sabre team men","ITA","Italy"
"7958","atlanta-1996","gold","Alessandro PUCCINI","Men","Fencing","foil individual men","ITA","Italy"
"7959","atlanta-1996","silver","Lionel PLUMENAIL","Men","Fencing","foil individual men","FRA","France"
"7960","atlanta-1996","bronze","Franck BOIDIN","Men","Fencing","foil individual men","FRA","France"
"7961","atlanta-1996","gold","Russian Federation","Men","Fencing","foil team men","RUS","Russian Federation"
"7962","atlanta-1996","silver","Poland","Men","Fencing","foil team men","POL","Poland"
"7963","atlanta-1996","bronze","Cuba","Men","Fencing","foil team men","CUB","Cuba"
"7964","atlanta-1996","gold","France","Women","Fencing","épée team women","FRA","France"
"7965","atlanta-1996","silver","Italy","Women","Fencing","épée team women","ITA","Italy"
"7966","atlanta-1996","bronze","Russian Federation","Women","Fencing","épée team women","RUS","Russian Federation"
"7967","atlanta-1996","gold","Aleksandr BEKETOV","Men","Fencing","épée individual men","RUS","Russian Federation"
"7968","atlanta-1996","silver","Ivan TREVEJO","Men","Fencing","épée individual men","CUB","Cuba"
"7969","atlanta-1996","bronze","Geza IMRE","Men","Fencing","épée individual men","HUN","Hungary"
"7970","atlanta-1996","gold","Stanislav POZDNYAKOV","Men","Fencing","sabre individual men","RUS","Russian Federation"
"7971","atlanta-1996","silver","Sergey Sharikov","Men","Fencing","sabre individual men","RUS","Russian Federation"
"7972","atlanta-1996","bronze","Damien TOUYA","Men","Fencing","sabre individual men","FRA","France"
"7973","atlanta-1996","gold","Laura Gabriela CARLESCU BADEA","Women","Fencing","foil individual women","ROU","Romania"
"7974","atlanta-1996","silver","Maria Valentina VEZZALI","Women","Fencing","foil individual women","ITA","Italy"
"7975","atlanta-1996","bronze","Giovanna TRILLINI","Women","Fencing","foil individual women","ITA","Italy"
"7976","atlanta-1996","gold","Italy","Men","Fencing","épée team men","ITA","Italy"
"7977","atlanta-1996","silver","Russian Federation","Men","Fencing","épée team men","RUS","Russian Federation"
"7978","atlanta-1996","bronze","France","Men","Fencing","épée team men","FRA","France"
"7979","atlanta-1996","gold","Italy","Women","Fencing","foil team women","ITA","Italy"
"7980","atlanta-1996","silver","Romania","Women","Fencing","foil team women","ROU","Romania"
"7981","atlanta-1996","bronze","Germany","Women","Fencing","foil team women","GER","Germany"
"7982","atlanta-1996","gold","Laura FLESSEL-COLOVIC","Women","Fencing","épée individual women","FRA","France"
"7983","atlanta-1996","silver","Valerie BARLOIS","Women","Fencing","épée individual women","FRA","France"
"7984","atlanta-1996","bronze","Gyöngyi Szalay-Horváth","Women","Fencing","épée individual women","HUN","Hungary"
"7985","atlanta-1996","gold","Cuba","Men","Baseball","baseball men","CUB","Cuba"
"7986","atlanta-1996","silver","Japan","Men","Baseball","baseball men","JPN","Japan"
"7987","atlanta-1996","bronze","United States of America","Men","Baseball","baseball men","USA","United States of America"
"7988","atlanta-1996","gold","Romania","Women","Rowing","lightweight double sculls 2x women","ROU","Romania"
"7989","atlanta-1996","silver","United States of America","Women","Rowing","lightweight double sculls 2x women","USA","United States of America"
"7990","atlanta-1996","bronze","Australia","Women","Rowing","lightweight double sculls 2x women","AUS","Australia"
"7991","atlanta-1996","gold","Australia","Men","Rowing","four without coxswain 4 men","AUS","Australia"
"7992","atlanta-1996","silver","France","Men","Rowing","four without coxswain 4 men","FRA","France"
"7993","atlanta-1996","bronze","Great Britain","Men","Rowing","four without coxswain 4 men","GBR","Great Britain"
"7994","atlanta-1996","gold","Germany","Men","Rowing","quadruple sculls without coxsw men","GER","Germany"
"7995","atlanta-1996","silver","United States of America","Men","Rowing","quadruple sculls without coxsw men","USA","United States of America"
"7996","atlanta-1996","bronze","Australia","Men","Rowing","quadruple sculls without coxsw men","AUS","Australia"
"7997","atlanta-1996","gold","Great Britain","Men","Rowing","pair without coxswain 2 men","GBR","Great Britain"
"7998","atlanta-1996","silver","Australia","Men","Rowing","pair without coxswain 2 men","AUS","Australia"
"7999","atlanta-1996","bronze","France","Men","Rowing","pair without coxswain 2 men","FRA","France"
"8000","atlanta-1996","gold","Netherlands","Men","Rowing","eight with coxswain 8 men","NED","Netherlands"
"8001","atlanta-1996","silver","Germany","Men","Rowing","eight with coxswain 8 men","GER","Germany"
"8002","atlanta-1996","bronze","Russian Federation","Men","Rowing","eight with coxswain 8 men","RUS","Russian Federation"
"8003","atlanta-1996","gold","Denmark","Men","Rowing","lightweight coxless four 4 men","DEN","Denmark"
"8004","atlanta-1996","silver","Canada","Men","Rowing","lightweight coxless four 4 men","CAN","Canada"
"8005","atlanta-1996","bronze","United States of America","Men","Rowing","lightweight coxless four 4 men","USA","United States of America"
"8006","atlanta-1996","gold","Canada","Women","Rowing","double sculls 2x women","CAN","Canada"
"8007","atlanta-1996","silver","People's Republic of China","Women","Rowing","double sculls 2x women","CHN","People's Republic of China"
"8008","atlanta-1996","bronze","Netherlands","Women","Rowing","double sculls 2x women","NED","Netherlands"
"8009","atlanta-1996","gold","Switzerland","Men","Rowing","lightweight double sculls 2x men","SUI","Switzerland"
"8010","atlanta-1996","silver","Netherlands","Men","Rowing","lightweight double sculls 2x men","NED","Netherlands"
"8011","atlanta-1996","bronze","Australia","Men","Rowing","lightweight double sculls 2x men","AUS","Australia"
"8012","atlanta-1996","gold","Australia","Women","Rowing","pair without coxswain 2 women","AUS","Australia"
"8013","atlanta-1996","silver","United States of America","Women","Rowing","pair without coxswain 2 women","USA","United States of America"
"8014","atlanta-1996","bronze","France","Women","Rowing","pair without coxswain 2 women","FRA","France"
"8015","atlanta-1996","gold","Xeno MUELLER","Men","Rowing","single sculls 1x men","SUI","Switzerland"
"8016","atlanta-1996","silver","Derek PORTER","Men","Rowing","single sculls 1x men","CAN","Canada"
"8017","atlanta-1996","bronze","Thomas LANGE","Men","Rowing","single sculls 1x men","GER","Germany"
"8018","atlanta-1996","gold","Yekaterina Khodotovich-Karsten","Women","Rowing","single sculls 1x women","BLR","Belarus"
"8019","atlanta-1996","silver","Silken Suzette LAUMANN","Women","Rowing","single sculls 1x women","CAN","Canada"
"8020","atlanta-1996","bronze","Trine HANSEN","Women","Rowing","single sculls 1x women","DEN","Denmark"
"8021","atlanta-1996","gold","Romania","Women","Rowing","eight with coxswain 8 women","ROU","Romania"
